"","id","l3","rooms","bathrooms","surface_total","surface_covered","price","property_type"
"1","AfdcsqUSelai1ofCAq2B0Q==","Velez Sarsfield",3,2,95,69,199900,"Casa"
"2","ESzybdH7YU2uIU1/kHtRGw==","Nuñez",1,1,44,38,147000,"Departamento"
"3","r22OfzZ3kXooSPoE5HMuZQ==","Almagro",1,1,40,37,92294,"Departamento"
"4","atZQXVtyfG7+OiX6gYY3lA==","Almagro",1,1,49,44,115000,"Departamento"
"5","R7IsTtVsxPCiRbIHMaWGxA==","Almagro",1,1,40,37,77000,"Departamento"
"6","Tur/v/qE41UBT83NM/bI7w==","Almagro",1,1,40,37,88900,"Departamento"
"7","PNtNl6sWjHEyRPQAeRAIgw==","Almagro",1,1,40,37,88798,"Departamento"
"8","Lhg4dNG9VmPbHt0Swy2ATA==","Almagro",1,1,49,44,110975,"Departamento"
"9","MFngc+8f1sFriO+lteUuZw==","Almagro",1,1,40,37,92943,"Departamento"
"10","oeLhuwomY2yj4A9TtDrgCA==","Almagro",1,1,40,37,99000,"Departamento"
"11","FmtrGFKvbW1cAmPdOafxbA==","Almagro",1,1,40,37,96984,"Departamento"
"12","j3TPUzK3MS+Al1oSBdDwPQ==","Palermo",1,1,32,30,125000,"Departamento"
"13","QohS/eOYCforD1lMAO5xWQ==","Palermo",1,1,40,34,99500,"Departamento"
"14","WEJo+0VJA9h/9SSarNFwHw==","Palermo",1,1,36,33,121600,"Departamento"
"15","ByY9fh3StPKq4zCRtWeNCg==","Palermo",3,2,90,90,285000,"Departamento"
"16","jtR+xskLLJjJBPuSA3MwKg==","Palermo",1,1,45,35,150000,"Departamento"
"17","MbPmZ9H7zmQO/0PM3bGorA==","Palermo",1,1,54,48,140000,"Departamento"
"18","ep41mLAb7DbaEaQO463jmw==","Palermo",2,1,40,40,110000,"Departamento"
"19","UOCjxLLCRdZ9ZA3AF+Rk+w==","Palermo",1,1,33,32,110000,"Departamento"
"20","jHVNdA+pFvFgvIvElqYQrA==","Palermo",1,1,40,34,96000,"Departamento"
"21","HchjBwJ7xoMsyPu7+wr2Hw==","Caballito",1,1,40,36,152732,"Departamento"
"22","VI36xWzkGnmQ8BPj2b2LZQ==","Villa Crespo",1,1,36,33,108000,"Departamento"
"23","uYtlstOiGwrzC+Bveem70Q==","Villa Crespo",1,1,38,34,94800,"Departamento"
"24","V1Z1MLnb0ltAf1avbmeW+w==","Villa Urquiza",1,1,32,29,88000,"Departamento"
"25","R+yVbxakCV5KnTARJerZww==","Villa Urquiza",2,2,75,68,225000,"Departamento"
"26","3mG1aRPOTKwP9r7ATiOq0Q==","Parque Chacabuco",1,1,70,70,225000,"Departamento"
"27","sprmySwo754xn5V+RkBBVw==","Barracas",1,1,31,28,85000,"Departamento"
"28","NmldwBHdTQz7hBeMRvkp1g==","Almagro",2,1,48,48,129900,"PH"
"29","Mo/Af6jdZOEsC6b5QtV3cw==","Nuñez",2,1,53,50,185000,"Departamento"
"30","8jXXQO6vP2Trmp9DX1iBYA==","Nuñez",2,1,39,34,140000,"Departamento"
"31","LmF00a4PBN/Mar9imWz9/A==","Retiro",2,1,58,58,158000,"Departamento"
"32","G+Rok4yOkjcUejO48VCcBA==","Almagro",2,1,42,38,98000,"Departamento"
"33","RcipaHMS2UeyPhAA2BmEVw==","Almagro",2,1,48,48,99000,"Departamento"
"34","EbcaOI8iBq/ZsQ7T8jnZDQ==","Almagro",2,1,32,32,80000,"Departamento"
"35","TdTtpCtAKR2BagYNrrxOUg==","Almagro",2,1,52,48,159900,"Departamento"
"36","S2MxRAoASTXupDp0VdgDfQ==","Palermo",2,1,32,32,87000,"Departamento"
"37","yate1fvhuba8D8kxaNWltg==","Palermo",2,1,64,60,178000,"Departamento"
"38","QxXxWHp25E4ksUtvpkiePw==","Palermo",2,1,55,50,310000,"Departamento"
"39","wi29s49GvQWGXB3I7QvrYQ==","Palermo",2,1,50,44,172000,"Departamento"
"40","vIVCVWLoEa8wKYNDhlcXKw==","Palermo",2,2,83,54,208000,"Departamento"
"41","thCXWtJ5gbZOCoMNE0jkdQ==","Belgrano",2,1,53,50,185000,"Departamento"
"42","QEGEf62YYZqbP6yRTMXsnA==","Floresta",2,1,41,38,83000,"Departamento"
"43","Cr+hCh8RdP3I39qFpz0MOA==","Recoleta",2,1,29,29,134000,"Departamento"
"44","XSIK9vKeYHofNRerIDtP6g==","Recoleta",2,1,39,39,135000,"Departamento"
"45","EM5mpP5krU4hmOk4HhVE8w==","Saavedra",2,1,48,44,135000,"Departamento"
"46","7aYfGfg2M3V+8d5dr3ooow==","Balvanera",2,1,69,65,155000,"Departamento"
"47","O6YsUCBM8sj80TPJ7ErNjw==","Colegiales",2,1,39,34,85000,"Departamento"
"48","vgPwaTNV4Fezv42N+1YGhw==","Colegiales",2,1,38,38,105000,"Departamento"
"49","ppWUrkA4lzK27AjOi8k1hw==","Parque Chas",2,1,50,47,165000,"Departamento"
"50","2eLI6UgDf48sgIHX98wpEQ==","Barrio Norte",2,1,31,31,90000,"Departamento"
"51","4C/ofSAsihKRPi5qhX9plw==","Villa Crespo",2,1,49,49,104500,"Departamento"
"52","NaLx1/5fRIlFR5kI2P5qQw==","Villa Crespo",2,1,43,40,119000,"Departamento"
"53","UUGtuKi/qEPj8JHOFwJ0qQ==","Villa Devoto",2,1,84,57,192000,"Departamento"
"54","XkQymYb0giuTKwXIxRbytg==","Villa Devoto",2,1,62,40,140000,"Departamento"
"55","pMLGL7zNdzBCT00EOovuMQ==","Puerto Madero",2,1,54,50,390000,"Departamento"
"56","f/NSvuwaksUCsaKdfe8ACw==","Villa Ortuzar",2,1,50,47,165000,"Departamento"
"57","7UXo+onsdpkUg5jI+A0P6g==","Villa Urquiza",2,1,45,45,169000,"Departamento"
"58","z1Dep3l4mLOPDZxzqa0FZA==","Velez Sarsfield",2,1,41,38,83000,"Departamento"
"59","SITpzoQihKPsWmzXoEzcJQ==","Parque Chacabuco",2,1,48,40,105000,"Departamento"
"60","Te7H8MxLdk10pveAHmts4w==","Parque Chacabuco",2,1,42,34,86000,"Departamento"
"61","3NJlzXCa62ivgtmDKb57gA==","Parque Chacabuco",2,1,49,36,79000,"Departamento"
"62","2dldva0CCHoFHYEneiuJyA==","Villa Pueyrredón",2,1,63,48,150000,"Departamento"
"63","oT10aGPm12scx1tqmPoChg==","Almagro",3,1,60,60,125000,"PH"
"64","6gEiYHixlokPDGKXZwrnZw==","Palermo",3,2,100,100,315000,"PH"
"65","tH6aPRSAqn2EceTPPvq41A==","Palermo",3,2,100,100,315000,"PH"
"66","/gZQ/vCMj6d4j2D+vZ93Cg==","Barracas",3,1,83,73,115000,"PH"
"67","s6S88OUHVHOLUyB7HP4zug==","Saavedra",4,1,96,96,259000,"PH"
"68","4r6rMtagstjoQKMrKM1SAw==","Caballito",3,1,100,91,180000,"PH"
"69","G4V0UDDpsFnD2DJH5rigBQ==","Caballito",5,1,187,187,269900,"PH"
"70","AECYl0Y5LQKq8ZNukc4sOQ==","Villa Real",3,2,110,77,190000,"PH"
"71","6Suswh0odgqlYe91I9d7Xg==","Villa Crespo",3,1,68,68,175000,"PH"
"72","0ayw1olLgKZkiUsruvWs8A==","Once",3,1,84,56,130000,"Departamento"
"73","2ONl7kHfo3NLMIlGRMxVfQ==","Flores",3,2,83,58,209000,"Departamento"
"74","E28xyXtZGiDhmN9vBADtAw==","Palermo",3,1,78,63,270000,"Departamento"
"75","zYNz+c0rIdHkSzAFarMGnA==","Palermo",3,2,76,65,340000,"Departamento"
"76","+Vo+Xo+UFXwV7xKTom7snw==","Palermo",3,1,70,66,194500,"Departamento"
"77","Ujy5XPD0X6QyZZzWYHAKYg==","Palermo",3,2,75,62,255000,"Departamento"
"78","a0Zd4sZPPHisXCihvoX2jg==","Belgrano",3,1,50,46,139000,"Departamento"
"79","qQAGPy/bzJX2fkR6hw48SQ==","Belgrano",3,4,113,103,439000,"Departamento"
"80","SmTqC7XPHVcEbjjHa5gz1A==","Belgrano",3,3,157,101,729000,"Departamento"
"81","p/FhN+jLKtLKd5tH9rXsMQ==","Belgrano",3,2,68,68,255000,"Departamento"
"82","EDHsXgcSpO8zGYAVYF9Yxg==","Recoleta",3,1,92,80,350000,"Departamento"
"83","P9DPzwb1HdhVmTWYrYgpng==","Caballito",3,1,100,91,180000,"Departamento"
"84","8AFft8g8czHQDo+fACC72g==","Caballito",3,1,50,49,150000,"Departamento"
"85","iyxBQuGbouDG88fKUrIhMg==","Caballito",3,1,53,53,128000,"Departamento"
"86","kilw8xF0bImT21KR5PzBeQ==","San Telmo",3,1,67,56,150000,"Departamento"
"87","pqE1IQmRV8By+htaLzU1og==","Colegiales",3,2,70,56,185000,"Departamento"
"88","emLu0SjadfNOrKknljuOZA==","Las Cañitas",3,4,113,103,439000,"Departamento"
"89","0E/k7zoMi5m+yPIZ2hJNew==","Villa Crespo",3,1,58,56,128000,"Departamento"
"90","pEKq0Ey8dHTLh7SbQrW+xA==","Villa Crespo",3,1,70,70,125000,"Departamento"
"91","eg2hzsZH+m7pePERoR1dGA==","Parque Chacabuco",2,1,45,38,101000,"Departamento"
"92","W4AEUZOijbFAE+cirhZtrg==","Villa Santa Rita",3,1,97,72,225000,"Departamento"
"93","5hddYN+OjnnNt8NW1ShpRg==","Centro / Microcentro",3,1,52,47,92000,"Departamento"
"94","EF0Ma+vfFIRaeOYaeHGGdA==","Flores",4,1,150,112,245000,"PH"
"95","lC5YlQ8awXMqCd5iEYCtrA==","Villa Ortuzar",4,1,80,74,200000,"PH"
"96","4I7PFymizibjGjlz8GESiA==","Villa del Parque",4,3,184,178,385000,"Casa"
"97","Mm4VJXuf9oB3J9xLnWHe/w==","Retiro",5,3,133,133,370000,"Departamento"
"98","gy4KGUjAF1ZHNsMHmvMYYQ==","Almagro",4,3,108,96,270000,"Departamento"
"99","nTyHX8QuI2nNAmOzi5Qhuw==","Almagro",4,2,91,87,220000,"Departamento"
"100","SI4OG8jqovUF1kPj7ie5gg==","Almagro",4,1,77,72,189000,"Departamento"
"101","US4sCtMeU3+vP23A00oi7g==","Palermo",5,2,190,129,350000,"Departamento"
"102","yDb7SiK2PKj+/kiIX7E62w==","Palermo",4,2,77,70,239000,"Departamento"
"103","kAn/UU0+Ywjq80HElPPeZw==","Palermo",4,1,85,85,260000,"Departamento"
"104","/LRIWqkjQPtoNb7waL3y3w==","Palermo",4,2,100,100,252000,"Departamento"
"105","LvCxBOu6fuJOV/WHMawhhg==","Belgrano",4,1,91,81,290000,"Departamento"
"106","vSdsEn+eQNDIW3bIrS/a7g==","Belgrano",4,3,180,171,790000,"Departamento"
"107","akE524gsiVhP6Y2yte0kkA==","Recoleta",4,2,85,76,280000,"Departamento"
"108","ayfP2xXK16uJnjT6jj9G/A==","Saavedra",4,2,94,94,195000,"Departamento"
"109","mrdu4ppnqT6dtJMNruJaHA==","Caballito",4,2,128,120,613567,"Departamento"
"110","Iyw1yRfnXKkCDn7QDjKZsA==","San Telmo",4,2,127,127,310000,"Departamento"
"111","BJXzcMZmbVNPbzLQ6psvMg==","San Telmo",7,2,277,234,595000,"Departamento"
"112","7wyCQWiivFQWo5YVQlLkDg==","Barrio Norte",4,1,78,75,215000,"Departamento"
"113","xfjUuizB1jScS5YyZ83xsA==","Parque Centenario",4,2,111,95,210000,"Departamento"
"114","3XDUvSHzhQwRuOLGpWI5AQ==","Belgrano",5,3,170,170,580000,"Departamento"
"115","kjWY/MixDYny1oilKgdN6Q==","Villa Crespo",5,2,202,123,224000,"Departamento"
"116","vfyJEJhVaxvt9srobcD6Pg==","Almagro",1,1,40,40,110000,"Casa"
"117","6ZCiYfeTY5RY0ASjomnVAg==","Chacarita",3,1,76,70,199000,"Casa"
"118","1uQqKny2FO9XCa8t6Ec/hQ==","Villa Devoto",3,2,125,80,249000,"Casa"
"119","giQOFfq74IRDkfwysDAn8g==","Villa Pueyrredón",1,1,59,50,147000,"Casa"
"120","+CvATQez2gmNzPxDT+rptw==","Boedo",1,1,42,40,99500,"Departamento"
"121","eznF5Ctlmgalpmf8CPKIIw==","Abasto",1,1,43,39,94000,"Departamento"
"122","L5ErxaPL6Sqyz5H3MrQNcg==","Flores",2,2,120,75,252000,"Departamento"
"123","+mf6G/tZcOk0cKNSYaKsqg==","Palermo",1,1,56,50,165000,"Departamento"
"124","Y067MI1J8llh+BrQzid4aQ==","Palermo",5,3,220,220,795000,"Departamento"
"125","hBkD6WVDZmY7oNpE8Mp4Ag==","Palermo",2,2,100,95,325000,"Departamento"
"126","/+e/F67MwRc9IDK+z7pAJg==","Palermo",3,1,65,65,182000,"Departamento"
"127","jRqtss0SSzXUfATiTFytzw==","Palermo",3,1,62,58,183000,"Departamento"
"128","OFIU52oKHxR8Jj+V3YPGfw==","Palermo",5,4,240,240,770000,"Departamento"
"129","WIAeCvC1xsLcjzzuRqlCHQ==","Palermo",1,1,35,35,175000,"Departamento"
"130","JibPx2uRp9gmZlVQcOhbeQ==","Palermo",3,1,70,70,220000,"Departamento"
"131","IpDB9XfZMvAbazOPu5CDCA==","Palermo",1,1,40,35,100700,"Departamento"
"132","3VXt2F697vipsxB8cBHE2Q==","Belgrano",3,1,81,77,310000,"Departamento"
"133","k5vLoPe2rmEYz2sGYlPwdA==","Belgrano",2,2,63,59,190000,"Departamento"
"134","nfqsrPeaPDymf7Ux58j16g==","Belgrano",3,2,160,148,485000,"Departamento"
"135","p/MUg9DruIYbiEOJnmwOWg==","Belgrano",4,2,178,170,780000,"Departamento"
"136","t+bCU9zEUbMT/ADZyKsamA==","Recoleta",3,1,68,68,185000,"Departamento"
"137","rQQ0dFlJ0J8vjndTX5OzeQ==","Recoleta",2,1,58,53,209000,"Departamento"
"138","WSoO5y/gb912ukPflsbW9w==","Recoleta",2,1,43,41,165000,"Departamento"
"139","wlvX4gqurlx6K8Xx9dx6gw==","Recoleta",4,1,94,80,250000,"Departamento"
"140","3IeUBRRP2yRjogp+sqj29w==","Recoleta",4,1,115,95,350000,"Departamento"
"141","iiW/wtYazdDUhvoPdsM7CA==","Caballito",1,1,38,34,106000,"Departamento"
"142","2z4WpsAu2cxXbeajlHJ74Q==","Caballito",3,1,66,57,142000,"Departamento"
"143","z1GCWKVtWaI9bik28JCHsQ==","Caballito",3,1,67,60,235000,"Departamento"
"144","7QFx9PEgdWfVkuB8+lH+jw==","Caballito",4,2,128,91,510000,"Departamento"
"145","rf54nedrKz+ok4eL0b5yRA==","Caballito",1,1,37,34,102000,"Departamento"
"146","5BGsPBDVDEDTibj4GddKaQ==","Caballito",1,1,38,34,101000,"Departamento"
"147","H8dRs+0/7qZcSeVas0OYfw==","Caballito",2,1,50,47,135000,"Departamento"
"148","zH1YHi8a0N/1sPZzBiSVkA==","Caballito",1,1,38,34,105000,"Departamento"
"149","LX3bRremgKlje75UBCWlfA==","Caballito",1,1,56,52,139000,"Departamento"
"150","pzcY7SSv4gOTx1/6YO3E3g==","Caballito",1,1,37,34,103000,"Departamento"
"151","q2LtaN+h3HB5C+Ml5eEJZg==","Caballito",3,3,103,103,270000,"Departamento"
"152","FDpOdyVlxFKO4Hz8sGyPQQ==","Caballito",1,1,37,34,101000,"Departamento"
"153","TCF6WvBQHuhWiVG95fCRRQ==","Caballito",1,1,37,34,98500,"Departamento"
"154","VMmu9ekhBqDcpsW1wPXxyw==","Caballito",1,1,38,34,104000,"Departamento"
"155","2whKCwXDu4xy+7SNO+p6Cg==","San Telmo",1,1,36,32,75000,"Departamento"
"156","lE1mfgO3M+DBA3rGrVpF6w==","Colegiales",3,2,76,66,305000,"Departamento"
"157","TvuNpFgOROhDQdx/KFf6CQ==","Barrio Norte",1,1,34,29,120000,"Departamento"
"158","HKeeRFHtK+uJfJXdzXpVCg==","Villa Crespo",4,2,75,72,215000,"Departamento"
"159","97v06rKB3ufOuwZs4YrzGQ==","Puerto Madero",3,2,110,105,720000,"Departamento"
"160","CJiXhQP9o+hWUpOglOGO2w==","San Cristobal",2,1,87,85,155000,"Departamento"
"161","sesNXkMpBbTYqw/LIySNfg==","San Cristobal",4,1,72,62,150000,"Departamento"
"162","kdzbXfFmKpe1lCDVBfTSbA==","San Cristobal",1,1,53,47,150000,"Departamento"
"163","/Opcu9YM4V1gQ6cTp2mvfw==","Villa Urquiza",1,1,33,30,120000,"Departamento"
"164","BBnt8pHvOCa++YksRgY/jQ==","Villa Urquiza",3,2,120,90,280000,"Departamento"
"165","jgoq+EqxdYmNkfO9rn7Odg==","Flores",1,1,35,31,74000,"Departamento"
"166","2xRH47hKKSjHMMvnMqgHmg==","Villa Crespo",2,1,49,49,104000,"PH"
"167","17rhd4a0bOS3lDVR3yBOSA==","Flores",2,1,48,45,109000,"Departamento"
"168","nXCRqXuTxQJ8ApMO5dFRuw==","Nuñez",2,1,35,35,105000,"Departamento"
"169","dP8gjSyrEo5k00yOBmM1eg==","Nuñez",1,1,32,29,135000,"Departamento"
"170","dSkOecb92ISpub7sek1yiA==","Nuñez",2,1,34,34,110000,"Departamento"
"171","29MIx5WkY8KoMM7T8oUZkg==","Almagro",2,1,50,45,145000,"Departamento"
"172","HS78dfgGk8L6HyMuXeM+MA==","Almagro",3,2,62,58,230000,"Departamento"
"173","S/khi0SYv9eK6/Rn6KX2kQ==","Almagro",2,1,69,65,155000,"Departamento"
"174","4pqVyoNOoAz3DOOfkOAADw==","Almagro",2,1,56,50,143000,"Departamento"
"175","VNITSUSXgO284N9WCTBbCw==","Liniers",2,1,49,43,116000,"Departamento"
"176","ihsGBIy01o+xcCEIPE7ojQ==","Palermo",2,1,112,56,204000,"Departamento"
"177","wap+6uezHZ+84iZliHsV/w==","Palermo",1,1,35,31,185000,"Departamento"
"178","6N84mNAdCg2NGoD8vSEluQ==","Palermo",1,1,37,33,165000,"Departamento"
"179","hDxdvGzzgr84spkOPFNdcQ==","Palermo",2,2,48,40,193000,"Departamento"
"180","VCOTsuUxRVvhFzwd9orQWA==","Palermo",1,1,34,33,155000,"Departamento"
"181","Os8pCR4sWyXfcQbh9nLBaw==","Palermo",2,2,48,40,193000,"Departamento"
"182","doopoyoRvUDtjxB1GVCHRQ==","Palermo",2,1,67,40,145000,"Departamento"
"183","18OxBNUjCTfJRVnWlW+qAw==","Palermo",2,1,65,37,165000,"Departamento"
"184","5elFCsEt9aRaWNqEO8NwTQ==","Palermo",2,1,39,39,115000,"Departamento"
"185","njDvhaeyqiLNqofC0Ss89w==","Palermo",1,1,42,39,175000,"Departamento"
"186","ZjV8GRDKk8l9Xpn1scH2jQ==","Barracas",2,1,40,40,100000,"Departamento"
"187","Ich08orYmQaCKbFjjo5c8w==","Belgrano",2,2,66,50,239800,"Departamento"
"188","dZkxDGs1T0fUubSBe5O4EA==","Belgrano",1,1,40,38,150000,"Departamento"
"189","wW3AsOwatwlaLhum6KoDhQ==","Recoleta",2,1,35,35,150000,"Departamento"
"190","3+BoAav2tK8q2Iuqs9HSbQ==","Recoleta",2,2,52,46,205000,"Departamento"
"191","Mu1IUx8AVVEaT5K2OQU2AQ==","Recoleta",2,1,38,38,138000,"Departamento"
"192","aRQJVUzZmTnR8iywyZNL/g==","Recoleta",1,1,32,32,145000,"Departamento"
"193","2HqulbyIiL3djE5B3y+AJg==","Recoleta",2,1,34,34,112000,"Departamento"
"194","0XDy2YAKp6hyfubBqOwKOg==","Recoleta",1,1,42,40,155000,"Departamento"
"195","526m0EijVR8DSscOOdmymw==","Recoleta",2,2,95,65,360000,"Departamento"
"196","P35v9YEToh9sNNG3dAVMKg==","Balvanera",2,1,63,48,135000,"Departamento"
"197","k9Rtis0LMsDr4hfwiMWeGw==","Caballito",2,1,48,48,124000,"Departamento"
"198","ORZDjLpQQFieBbqqrwfPKw==","San Telmo",2,1,48,48,99000,"Departamento"
"199","mS6Y+Ogu2b3vuebgbflFrA==","Colegiales",2,1,41,38,140000,"Departamento"
"200","orRInOOuYTwAor+LL/zs7Q==","Barrio Norte",2,1,50,44,183000,"Departamento"
"201","Xy6dbZg5mBMcTwA9fNQcoQ==","Las Cañitas",2,1,48,48,140000,"Departamento"
"202","y7TEdb/YgXX0Ngy08VWQzA==","Villa Crespo",2,2,63,60,170000,"Departamento"
"203","UEQtPpYVn9prFNUN5Win5g==","Villa Crespo",2,1,53,43,125000,"Departamento"
"204","A289C3hUG8hrkb06ptz+Lg==","Villa Crespo",2,1,38,35,84102,"Departamento"
"205","vnJnVcUfilz7ULvyP/XK/Q==","Villa Crespo",2,1,62,48,110000,"Departamento"
"206","ehztWkUgySvEV9IEGd0lVg==","Villa Crespo",2,1,37,37,85000,"Departamento"
"207","X0w8V9U9h1ay0rn5u5CQnQ==","Villa Urquiza",2,1,35,35,107000,"Departamento"
"208","hUKNxmlhSkpGYrQqqzrVwg==","Villa Urquiza",2,1,69,57,139000,"Departamento"
"209","eRbw1d8Z3bCGLepvOlModQ==","Velez Sarsfield",1,1,44,40,85000,"Departamento"
"210","+ow6GUOh96YM3PE+wXI3og==","Villa del Parque",2,1,45,40,127000,"Departamento"
"211","2y83myjVJV3+ct67nfskXg==","Parque Centenario",2,1,56,50,143000,"Departamento"
"212","nQgXlgI8vz0vA2RgwMI8gg==","Villa Crespo",3,2,200,150,580000,"PH"
"213","hAuerRjnY3Gy6ujUsxkOgA==","Once",3,2,125,84,230000,"Departamento"
"214","mVC0DvA66gRctChq/nJjTA==","Boedo",3,1,81,65,111000,"Departamento"
"215","JI7seemMdH8kbdWHBcevwQ==","Flores",3,2,74,66,189000,"Departamento"
"216","bBq5vVB7lImFxZHXeHgpBQ==","Almagro",3,2,96,89,195000,"Departamento"
"217","bcFbmlKOTZ1hlfaCyY1Cdw==","Almagro",3,2,87,77,173000,"Departamento"
"218","lOdlBMOwCrGgrAOe2n3tpw==","Almagro",3,2,90,83,290000,"Departamento"
"219","Y8Fzmoarofi/Z6STliLg5g==","Almagro",3,1,55,45,120000,"Departamento"
"220","wAMxwUpvHuKeoi6vcKsXoA==","Almagro",3,2,65,60,217000,"Departamento"
"221","bk8hsRlT3UHApYf54eTaLQ==","Almagro",3,3,85,57,185000,"Departamento"
"222","EZ1yKJ2gCrXiwA8iGouAjg==","Almagro",3,1,45,35,105000,"Departamento"
"223","SMzIcffhwjIgx+iBNh8BsA==","Palermo",3,1,63,58,290000,"Departamento"
"224","scHaxuFWxerU37P3yZrinA==","Palermo",3,1,48,48,152000,"Departamento"
"225","DxEMcKUzcsdlSlhdOxN9kQ==","Palermo",3,1,80,75,149000,"Departamento"
"226","vZk3+pjMswf8ShrmvnSY5w==","Palermo",3,1,69,59,285000,"Departamento"
"227","L8zCMu6AhBo9fuoU3ocOlQ==","Palermo",3,2,92,90,286000,"Departamento"
"228","3CnQJXa1MURwyjdD8DSQTg==","Palermo",3,1,48,48,152000,"Departamento"
"229","vaDwSm2zmMy0SP65/+FBQQ==","Belgrano",3,1,71,61,175000,"Departamento"
"230","bpEDvtbqMTUAUaCliH5rRA==","Belgrano",3,2,89,89,340000,"Departamento"
"231","H6cVx5huBgeZApIzYUiTJA==","Belgrano",3,2,78,78,245000,"Departamento"
"232","jZYorw7qh6VuLfrR/n8VZg==","Belgrano",3,3,140,140,470000,"Departamento"
"233","b9BQ+BGd8/7eVh63xQtgTg==","Recoleta",3,1,70,65,275000,"Departamento"
"234","iieH1WQx9mNah/aYZxqH3Q==","Recoleta",3,2,66,66,205000,"Departamento"
"235","uBFNFSaXFIDd1vbjJahqTw==","Caballito",3,2,89,77,206700,"Departamento"
"236","W61mnBad6LRbjBk/fSx6TA==","Caballito",3,2,83,83,195000,"Departamento"
"237","gBowaY4a+dAGa/BbYHDBbA==","Colegiales",3,2,94,85,340000,"Departamento"
"238","X9eKDnDm4L0RvF6v/fP7gw==","Parque Chas",3,2,82,70,175000,"Departamento"
"239","phrq/tuXSqS0DZDyqBdTzA==","Barrio Norte",4,2,78,78,185000,"Departamento"
"240","wSSOoXepHoGqOGN9NoryQg==","Las Cañitas",3,3,143,120,490000,"Departamento"
"241","5/mPEj2Aefxh1gI+CJlupA==","Villa Crespo",3,2,63,60,170000,"Departamento"
"242","6qjp9QWHHR9MCwj4SWiP0Q==","Villa Crespo",3,1,75,55,149000,"Departamento"
"243","bTXRsdEQpOPViIAOjw9yMA==","Villa Crespo",3,1,75,55,149000,"Departamento"
"244","OX9HCUxCvbzMWn/sI9XUtQ==","San Cristobal",3,1,60,60,115000,"Departamento"
"245","Hgze/syWFPUPc0DFny8rgg==","Villa Urquiza",3,2,80,75,268000,"Departamento"
"246","NTqAmFDn31+l3s+JDt++ng==","Parque Centenario",3,1,69,63,155000,"Departamento"
"247","LjXSHdFmw8OEHF5Cor2Lpw==","Almagro",4,2,102,102,255000,"PH"
"248","VdwizsyEWXs4aooDgDvhMQ==","Barracas",4,1,165,77,158000,"PH"
"249","jLv0p9T3LZv2miqSv0Kw8A==","Floresta",4,3,166,133,295000,"PH"
"250","Y6IiDUEufbGdAhoNx/RZ0w==","Palermo",4,4,185,185,850000,"Departamento"
"251","E+JlA760LlAXnkcfc7Xa2Q==","Palermo",4,2,160,160,440000,"Departamento"
"252","Ux7XmX/gOmu5aRLH9VHAng==","Palermo",4,3,150,130,385000,"Departamento"
"253","Tmlm++JbN5znoSa4skeyBQ==","Palermo",4,2,126,115,450000,"Departamento"
"254","6LWyCHdYRSUB9aoBKqcXGw==","Palermo",4,2,99,92,385000,"Departamento"
"255","nGCDNYrSpPqPW3BNOo7VuQ==","Palermo",4,3,140,120,595000,"Departamento"
"256","RbyAnO8qijcnUJR3iLdGQw==","Belgrano",4,2,98,93,295000,"Departamento"
"257","tYdJeXSavnMLdksyPZaZeA==","Belgrano",4,2,89,80,250000,"Departamento"
"258","uL6MUOy3Shh5tGpf0AlLAQ==","Belgrano",4,2,87,83,397000,"Departamento"
"259","VEbfj+eQTllfgYWDNNpeng==","Belgrano",4,2,89,80,230000,"Departamento"
"260","j2lg3OksaqREc62/L8lVSQ==","Recoleta",5,2,154,152,550000,"Departamento"
"261","ERgxLtGMCFjSDS9bh5xJ7A==","Recoleta",5,3,213,213,595000,"Departamento"
"262","FG/HsX8jrJWyhBX5tSAVQA==","Recoleta",5,2,180,180,620000,"Departamento"
"263","nsH1ZBoZKm68Bm1cVATQ1w==","Barrio Norte",5,2,154,152,550000,"Departamento"
"264","bScsjnoe+ZDF7k1V0voojg==","Villa Crespo",4,1,95,95,180000,"Departamento"
"265","cTA3OlTTeuriSzPrbugJJA==","Villa Crespo",4,2,99,84,225000,"Departamento"
"266","lGr2paDrpGqxz8+wsnrzvQ==","Villa Crespo",4,2,80,64,185000,"Departamento"
"267","jvQoRvkfIzMWM0l/PJMt0w==","Villa Crespo",4,2,78,70,184000,"Departamento"
"268","Wc+1vooA0feDHzJCkoJfSg==","Parque Centenario",4,2,136,121,340000,"Departamento"
"269","lS2O9YaGk6f8HzBw1YRp0w==","Palermo",5,3,160,160,375000,"PH"
"270","rkfLivp73L3Yz7D9pjMPxw==","Chacarita",5,1,158,158,290000,"PH"
"271","HI0V8KU7MYwq2P3rODp8jw==","Villa General Mitre",5,4,200,175,310000,"PH"
"272","gG5mw4DmJ3JMj0sFRNGjjw==","Barracas",5,3,144,133,360000,"Departamento"
"273","y6P25KendFvrCClhJNrefg==","Belgrano",5,3,210,210,770000,"Departamento"
"274","AXTJbPe/IDgsIUzhSxRQ4w==","Las Cañitas",5,3,175,133,450000,"Departamento"
"275","0KgMtx1uy1TkG5tFnznZ1g==","Villa Crespo",5,3,185,163,399000,"Departamento"
"276","lKLgocEUgIguuHdKa8F5Ag==","Once",5,1,143,143,170000,"PH"
"277","lGVhWCr0dxEU/6R1dviYXw==","Almagro",3,1,54,54,127000,"PH"
"278","Q2Us3abNw7uVdDFm27e81Q==","Almagro",3,1,142,78,175000,"PH"
